merchant_id,risk_label,composite_risk_score
RDS-02149,0,0.0
RDS-02150,2,0.52
RDS-02151,0,0.15
RDS-02152,1,0.22
RDS-02153,1,0.37
RDS-02154,0,0.15
RDS-02155,0,0.0
RDS-02156,1,0.27
RDS-02157,1,0.27
RDS-02158,0,0.0
RDS-02159,1,0.37
RDS-02160,0,0.1
RDS-02161,0,0.15
RDS-02162,0,0.1
RDS-02163,0,0.0
RDS-02164,0,0.0
RDS-02165,0,0.0
RDS-02166,3,0.7
RDS-02167,0,0.0
RDS-02168,0,0.0
RDS-02169,0,0.1
RDS-02170,0,0.0
RDS-02171,1,0.25
RDS-02172,0,0.15
RDS-02173,0,0.12
RDS-02174,0,0.15
RDS-02175,2,0.65
RDS-02176,1,0.37
RDS-02177,0,0.12
RDS-02178,1,0.27
RDS-02179,0,0.0
RDS-02180,0,0.0
RDS-02181,1,0.27
RDS-02182,0,0.0
RDS-02183,1,0.27
RDS-02184,0,0.0
RDS-02185,2,0.55
RDS-02186,1,0.25
RDS-02187,0,0.1
RDS-02188,0,0.0
RDS-02189,0,0.0
RDS-02190,1,0.27
RDS-02191,0,0.12
RDS-02192,0,0.12
RDS-02193,0,0.0
RDS-02194,0,0.0
RDS-02195,0,0.0
RDS-02196,2,0.62
RDS-02197,1,0.42
RDS-02198,0,0.15
RDS-02199,1,0.27
RDS-02200,0,0.0
RDS-02201,1,0.3
RDS-02202,0,0.0
RDS-02203,2,0.65
RDS-02204,0,0.15
RDS-02205,0,0.0
RDS-02206,0,0.15
RDS-02207,1,0.25
RDS-02208,1,0.25
RDS-02209,1,0.25
RDS-02210,0,0.1
RDS-02211,0,0.0
RDS-02212,0,0.15
RDS-02213,0,0.0
RDS-02214,0,0.0
RDS-02215,0,0.1
RDS-02216,0,0.15
RDS-02217,0,0.0
RDS-02218,1,0.25
RDS-02219,1,0.4
RDS-02220,1,0.4
RDS-02221,0,0.0
RDS-02222,0,0.15
RDS-02223,1,0.25
RDS-02224,1,0.27
RDS-02225,2,0.55
RDS-02226,1,0.27
RDS-02227,3,0.77
RDS-02228,1,0.27
RDS-02229,0,0.12
RDS-02230,1,0.37
RDS-02231,1,0.22
RDS-02232,0,0.0
RDS-02233,0,0.0
RDS-02234,0,0.15
RDS-02235,0,0.1
RDS-02236,1,0.25
RDS-02237,0,0.1
RDS-02238,1,0.25
RDS-02239,0,0.0
RDS-02240,0,0.0
RDS-02241,1,0.3
RDS-02242,2,0.65
RDS-02243,3,0.75
RDS-02244,1,0.37
RDS-02245,0,0.12
RDS-02246,0,0.1
RDS-02247,0,0.12
RDS-02248,0,0.0
RDS-02249,0,0.12
RDS-02250,1,0.27
RDS-02251,3,0.77
RDS-02252,0,0.12
RDS-02253,0,0.12
RDS-02254,1,0.42
RDS-02255,0,0.12
RDS-02256,0,0.0
RDS-02257,0,0.15
RDS-02258,1,0.4
RDS-02259,0,0.0
RDS-02260,0,0.0
RDS-02261,1,0.4
RDS-02262,2,0.67
RDS-02263,0,0.0
RDS-02264,2,0.5
RDS-02265,0,0.0
RDS-02266,0,0.15
RDS-02267,0,0.0
RDS-02268,0,0.12
RDS-02269,2,0.52
RDS-02270,2,0.52
RDS-02271,0,0.0
RDS-02272,1,0.22
RDS-02273,1,0.22
RDS-02274,0,0.12
RDS-02275,2,0.52
RDS-02276,1,0.27
RDS-02277,1,0.27
RDS-02278,2,0.52
RDS-02279,0,0.0
RDS-02280,1,0.2
RDS-02281,0,0.0
RDS-02282,0,0.15
RDS-02283,1,0.4
RDS-02284,0,0.15
RDS-02285,0,0.15
RDS-02286,0,0.0
RDS-02287,2,0.65
RDS-02288,1,0.27
RDS-02289,1,0.42
RDS-02290,1,0.25
RDS-02291,0,0.0
RDS-02292,0,0.1
RDS-02293,0,0.15
RDS-02294,1,0.3
RDS-02295,1,0.25
RDS-02296,1,0.27
RDS-02297,1,0.22
RDS-02298,1,0.37
RDS-02299,0,0.12
RDS-02300,0,0.15
RDS-02301,1,0.25
RDS-02302,0,0.12
RDS-02303,1,0.37
RDS-02304,0,0.15
RDS-02305,2,0.65
RDS-02306,0,0.15
RDS-02307,0,0.0
RDS-02308,1,0.3
RDS-02309,2,0.52
RDS-02310,0,0.15
RDS-02311,2,0.55
RDS-02312,1,0.35
RDS-02313,0,0.0
RDS-02314,0,0.0
RDS-02315,1,0.27
RDS-02316,0,0.0
RDS-02317,1,0.42
RDS-02318,0,0.15
RDS-02319,1,0.37
RDS-02320,1,0.27
RDS-02321,1,0.27
RDS-02322,0,0.15
RDS-02323,1,0.37
RDS-02324,0,0.12
RDS-02325,0,0.12
RDS-02326,0,0.12
RDS-02327,0,0.15
RDS-02328,0,0.0
RDS-02329,0,0.0
RDS-02330,0,0.0
RDS-02331,1,0.35
RDS-02332,0,0.15
RDS-02333,0,0.15
RDS-02334,0,0.15
RDS-02335,0,0.12
RDS-02336,1,0.4
RDS-02337,0,0.15
RDS-02338,0,0.15
RDS-02339,1,0.3
RDS-02340,0,0.0
RDS-02341,0,0.0
RDS-02342,0,0.12
RDS-02343,1,0.37
RDS-02344,0,0.0
RDS-02345,0,0.0
RDS-02346,2,0.52
RDS-02347,3,0.77
RDS-02348,1,0.42
RDS-02349,0,0.0
RDS-02350,2,0.67
RDS-02351,0,0.1
RDS-02352,1,0.3
RDS-02353,0,0.15
RDS-02354,0,0.0
RDS-02355,0,0.15
RDS-02356,0,0.0
RDS-02357,1,0.3
RDS-02358,0,0.0
RDS-02359,1,0.3
RDS-02360,0,0.12
RDS-02361,0,0.0
RDS-02362,0,0.15
RDS-02363,0,0.0
RDS-02364,0,0.15
RDS-02365,2,0.52
RDS-02366,1,0.3
RDS-02367,1,0.27
RDS-02368,1,0.27
RDS-02369,0,0.12
RDS-02370,0,0.15
RDS-02371,0,0.0
RDS-02372,2,0.67
RDS-02373,3,0.77
RDS-02374,1,0.3
RDS-02375,0,0.12
RDS-02376,0,0.0
RDS-02377,0,0.0
RDS-02378,1,0.4
RDS-02379,0,0.0
RDS-02380,0,0.0
RDS-02381,1,0.25
RDS-02382,1,0.27
RDS-02383,2,0.62
RDS-02384,0,0.15
RDS-02385,1,0.27
RDS-02386,1,0.4
RDS-02387,0,0.0
RDS-02388,0,0.12
RDS-02389,1,0.27
RDS-02390,1,0.25
RDS-02391,0,0.12
RDS-02392,2,0.62
RDS-02393,0,0.0
RDS-02394,0,0.0
RDS-02395,1,0.25
RDS-02396,1,0.27
RDS-02397,1,0.4
RDS-02398,3,0.77
RDS-02399,0,0.12
RDS-02400,2,0.65
RDS-02401,0,0.15
RDS-02402,0,0.0
RDS-02403,0,0.0
RDS-02404,2,0.47
RDS-02405,0,0.0
RDS-02406,1,0.25
RDS-02407,1,0.27
RDS-02408,0,0.0
RDS-02409,1,0.3
RDS-02410,0,0.0
RDS-02411,1,0.25
RDS-02412,0,0.0
RDS-02413,2,0.52
RDS-02414,1,0.3
RDS-02415,0,0.0
RDS-02416,1,0.25
RDS-02417,1,0.27
RDS-02418,1,0.35
RDS-02419,0,0.0
RDS-02420,1,0.42
RDS-02421,1,0.22
RDS-02422,1,0.37
RDS-02423,0,0.15
RDS-02424,0,0.15
RDS-02425,0,0.15
RDS-02426,0,0.0
RDS-02427,0,0.0
RDS-02428,0,0.15
RDS-02429,0,0.0
RDS-02430,0,0.1
RDS-02431,0,0.12
RDS-02432,0,0.12
RDS-02433,0,0.15
RDS-02434,1,0.25
RDS-02435,1,0.25
RDS-02436,1,0.3
RDS-02437,0,0.15
RDS-02438,0,0.0
RDS-02439,1,0.25
RDS-02440,2,0.65
RDS-02441,1,0.22
RDS-02442,0,0.15
RDS-02443,1,0.25
RDS-02444,1,0.37
RDS-02445,1,0.25
RDS-02446,0,0.15
RDS-02447,1,0.27
RDS-02448,0,0.0
RDS-02449,1,0.3
RDS-02450,0,0.15
RDS-02451,0,0.15
RDS-02452,0,0.1
RDS-02453,1,0.42
RDS-02454,1,0.37
RDS-02455,2,0.55
RDS-02456,0,0.15
RDS-02457,0,0.0
RDS-02458,1,0.37
RDS-02459,1,0.22
RDS-02460,0,0.0
RDS-02461,0,0.12
RDS-02462,0,0.12
RDS-02463,1,0.3
RDS-02464,0,0.0
RDS-02465,1,0.35
RDS-02466,0,0.15
RDS-02467,0,0.12
RDS-02468,0,0.15
RDS-02469,0,0.12
RDS-02470,0,0.12
RDS-02471,1,0.42
RDS-02472,0,0.0
RDS-02473,0,0.0
RDS-02474,1,0.3
RDS-02475,1,0.4
RDS-02476,0,0.1
RDS-02477,1,0.25
RDS-02478,3,0.77
RDS-02479,0,0.15
RDS-02480,1,0.25
RDS-02481,0,0.12
RDS-02482,0,0.1
RDS-02483,0,0.15
RDS-02484,0,0.0
RDS-02485,0,0.0
RDS-02486,0,0.12
RDS-02487,1,0.27
RDS-02488,1,0.27
RDS-02489,1,0.4
RDS-02490,0,0.12
RDS-02491,1,0.27
RDS-02492,0,0.12
RDS-02493,2,0.67
RDS-02494,0,0.12
RDS-02495,0,0.1
RDS-02496,1,0.25
RDS-02497,0,0.15
RDS-02498,0,0.15
RDS-02499,2,0.55
RDS-02500,0,0.15
RDS-02501,2,0.55
RDS-02502,0,0.12
RDS-02503,0,0.12
RDS-02504,0,0.12
RDS-02505,0,0.15
RDS-02506,0,0.0
RDS-02507,2,0.65
RDS-02508,0,0.0
RDS-02509,1,0.3
RDS-02510,0,0.15
RDS-02511,2,0.55
RDS-02512,1,0.25
RDS-02513,0,0.12
RDS-02514,0,0.12
RDS-02515,1,0.3
RDS-02516,1,0.27
RDS-02517,0,0.0
RDS-02518,0,0.12
RDS-02519,1,0.27
RDS-02520,1,0.3
RDS-02521,1,0.4
RDS-02522,1,0.25
RDS-02523,1,0.3
RDS-02524,0,0.0
RDS-02525,0,0.0
RDS-02526,1,0.3
RDS-02527,1,0.27
RDS-02528,0,0.1
RDS-02529,0,0.0
RDS-02530,0,0.0
RDS-02531,0,0.0
RDS-02532,0,0.12
RDS-02533,1,0.27
RDS-02534,1,0.27
RDS-02535,0,0.0
RDS-02536,0,0.0
RDS-02537,1,0.27
RDS-02538,3,0.82
RDS-02539,0,0.15
RDS-02540,1,0.37
RDS-02541,0,0.1
RDS-02542,0,0.12
RDS-02543,3,0.87
RDS-02544,1,0.27
RDS-02545,0,0.15
RDS-02546,1,0.25
RDS-02547,1,0.25
RDS-02548,1,0.25
RDS-02549,0,0.0
RDS-02550,0,0.0
RDS-02551,0,0.15
RDS-02552,0,0.15
RDS-02553,0,0.1
RDS-02554,1,0.4
RDS-02555,0,0.0
RDS-02556,0,0.0
RDS-02557,1,0.42
RDS-02558,0,0.12
RDS-02559,0,0.1
RDS-02560,1,0.42
RDS-02561,2,0.62
RDS-02562,0,0.15
RDS-02563,1,0.37
RDS-02564,0,0.12
RDS-02565,1,0.37
RDS-02566,0,0.12
RDS-02567,0,0.15
RDS-02568,0,0.0
RDS-02569,2,0.55
RDS-02570,1,0.25
RDS-02571,0,0.15
RDS-02572,0,0.0
RDS-02573,2,0.65
RDS-02574,1,0.27
RDS-02575,0,0.15
RDS-02576,2,0.47
RDS-02577,0,0.15
RDS-02578,0,0.0
RDS-02579,1,0.3
RDS-02580,0,0.12
RDS-02581,0,0.12
RDS-02582,1,0.27
RDS-02583,1,0.22
RDS-02584,0,0.12
RDS-02585,1,0.37
RDS-02586,2,0.67
RDS-02587,0,0.0
RDS-02588,1,0.37
RDS-02589,1,0.25
RDS-02590,0,0.12
RDS-02591,1,0.27
RDS-02592,0,0.15
RDS-02593,0,0.0
RDS-02594,0,0.15
RDS-02595,0,0.1
RDS-02596,1,0.3
RDS-02597,2,0.65
RDS-02598,1,0.25
RDS-02599,0,0.0
RDS-02600,0,0.0
RDS-02601,3,1.0
RDS-02602,0,0.0
RDS-02603,1,0.35
RDS-02604,0,0.15
RDS-02605,2,0.62
RDS-02606,0,0.15
RDS-02607,0,0.12
RDS-02608,0,0.12
RDS-02609,0,0.12
RDS-02610,1,0.4
RDS-02611,0,0.0
RDS-02612,0,0.12
RDS-02613,1,0.37
RDS-02614,1,0.3
RDS-02615,1,0.25
RDS-02616,0,0.0
RDS-02617,1,0.25
RDS-02618,0,0.15
RDS-02619,0,0.15
RDS-02620,1,0.25
RDS-02621,0,0.1
RDS-02622,0,0.12
RDS-02623,0,0.0
RDS-02624,0,0.15
RDS-02625,0,0.0
RDS-02626,0,0.0
RDS-02627,0,0.12
RDS-02628,0,0.0
RDS-02629,1,0.37
RDS-02630,0,0.12
RDS-02631,1,0.25
RDS-02632,0,0.1
RDS-02633,0,0.12
RDS-02634,0,0.15
RDS-02635,0,0.12
RDS-02636,0,0.0
RDS-02637,0,0.15
RDS-02638,3,0.77
RDS-02639,0,0.0
RDS-02640,1,0.4
RDS-02641,0,0.0
RDS-02642,0,0.0
RDS-02643,0,0.15
RDS-02644,0,0.0
RDS-02645,1,0.3
RDS-02646,0,0.15
RDS-02647,1,0.3
RDS-02648,2,0.65
RDS-02649,0,0.12
RDS-02650,0,0.15
RDS-02651,1,0.25
RDS-02652,1,0.27
RDS-02653,1,0.42
RDS-02654,0,0.12
RDS-02655,1,0.25
RDS-02656,1,0.27
RDS-02657,0,0.12
RDS-02658,0,0.12
RDS-02659,0,0.12
RDS-02660,1,0.42
RDS-02661,0,0.12
RDS-02662,0,0.12
RDS-02663,1,0.22
RDS-02664,0,0.15
RDS-02665,0,0.1
RDS-02666,1,0.22
RDS-02667,0,0.0
RDS-02668,0,0.15
RDS-02669,0,0.1
RDS-02670,1,0.32
RDS-02671,1,0.25
RDS-02672,0,0.15
RDS-02673,1,0.35
RDS-02674,1,0.27
RDS-02675,1,0.27
RDS-02676,2,0.65
RDS-02677,1,0.42
RDS-02678,1,0.4
RDS-02679,0,0.1
RDS-02680,0,0.15
RDS-02681,1,0.27
RDS-02682,3,0.7
RDS-02683,2,0.52
RDS-02684,0,0.1
RDS-02685,1,0.37
RDS-02686,1,0.3
RDS-02687,0,0.12
RDS-02688,1,0.22
RDS-02689,1,0.37
RDS-02690,0,0.0
RDS-02691,1,0.27
RDS-02692,2,0.52
RDS-02693,0,0.12
RDS-02694,0,0.12
RDS-02695,1,0.3
RDS-02696,1,0.25
RDS-02697,0,0.12
RDS-02698,1,0.25
RDS-02699,0,0.0
RDS-02700,1,0.27
RDS-02701,0,0.12
RDS-02702,1,0.25
RDS-02703,0,0.15
RDS-02704,1,0.3
RDS-02705,0,0.0
RDS-02706,0,0.0
RDS-02707,1,0.3
RDS-02708,0,0.15
RDS-02709,1,0.27
RDS-02710,1,0.27
RDS-02711,0,0.15
RDS-02712,1,0.3
RDS-02713,0,0.12
RDS-02714,0,0.15
RDS-02715,1,0.4
RDS-02716,2,0.65
RDS-02717,0,0.15
RDS-02718,0,0.0
RDS-02719,0,0.0
RDS-02720,1,0.25
RDS-02721,0,0.12
RDS-02722,1,0.42
RDS-02723,0,0.0
RDS-02724,1,0.3
RDS-02725,3,0.72
RDS-02726,2,0.67
RDS-02727,1,0.27
RDS-02728,1,0.22
RDS-02729,1,0.3
RDS-02730,3,0.75
RDS-02731,1,0.27
RDS-02732,0,0.0
RDS-02733,0,0.12
RDS-02734,1,0.27
RDS-02735,0,0.1
RDS-02736,1,0.4
RDS-02737,0,0.0
RDS-02738,0,0.0
RDS-02739,0,0.15
RDS-02740,0,0.15
RDS-02741,0,0.15
RDS-02742,0,0.12
RDS-02743,1,0.4
RDS-02744,0,0.0
RDS-02745,0,0.12
RDS-02746,0,0.0
RDS-02747,0,0.0
RDS-02748,0,0.12
RDS-02749,0,0.15
RDS-02750,1,0.25
RDS-02751,1,0.3
RDS-02752,0,0.12
RDS-02753,1,0.3
RDS-02754,1,0.25
RDS-02755,1,0.32
RDS-02756,0,0.12
RDS-02757,0,0.12
RDS-02758,2,0.55
RDS-02759,0,0.0
RDS-02760,1,0.25
RDS-02761,0,0.0
RDS-02762,0,0.1
RDS-02763,0,0.15
RDS-02764,0,0.1
RDS-02765,0,0.0
RDS-02766,0,0.0
RDS-02767,0,0.15
RDS-02768,0,0.15
RDS-02769,0,0.0
RDS-02770,0,0.0
RDS-02771,0,0.15
RDS-02772,1,0.3
RDS-02773,0,0.0
RDS-02774,1,0.27
RDS-02775,1,0.35
RDS-02776,0,0.0
RDS-02777,1,0.27
RDS-02778,1,0.25
RDS-02779,0,0.12
RDS-02780,1,0.37
RDS-02781,0,0.12
RDS-02782,2,0.67
RDS-02783,0,0.12
RDS-02784,0,0.15
RDS-02785,0,0.0
RDS-02786,1,0.4
RDS-02787,2,0.55
RDS-02788,1,0.4
RDS-02789,0,0.15
RDS-02790,2,0.55
RDS-02791,0,0.0
RDS-02792,1,0.3
RDS-02793,1,0.25
RDS-02794,0,0.15
RDS-02795,3,0.75
RDS-02796,0,0.0
RDS-02797,0,0.12
RDS-02798,1,0.4
RDS-02799,1,0.42
RDS-02800,0,0.15
RDS-02801,0,0.15
RDS-02802,0,0.0
RDS-02803,0,0.12
RDS-02804,0,0.12
RDS-02805,1,0.37
RDS-02806,1,0.42
RDS-02807,2,0.55
RDS-02808,0,0.0
RDS-02809,1,0.27
RDS-02810,0,0.15
RDS-02811,1,0.4
RDS-02812,1,0.3
RDS-02813,1,0.22
RDS-02814,1,0.25
RDS-02815,2,0.65
RDS-02816,1,0.4
RDS-02817,0,0.1
RDS-02818,0,0.1
RDS-02819,0,0.15
RDS-02820,1,0.37
RDS-02821,0,0.15
RDS-02822,1,0.27
RDS-02823,1,0.37
RDS-02824,0,0.12
RDS-02825,0,0.15
RDS-02826,0,0.12
RDS-02827,0,0.1
RDS-02828,1,0.27
RDS-02829,1,0.27
RDS-02830,2,0.52
RDS-02831,1,0.27
RDS-02832,0,0.15
RDS-02833,0,0.1
RDS-02834,1,0.3
RDS-02835,0,0.0
RDS-02836,0,0.15
RDS-02837,0,0.0
RDS-02838,0,0.15
RDS-02839,1,0.42
RDS-02840,0,0.0
RDS-02841,0,0.0
RDS-02842,0,0.15
RDS-02843,1,0.27
RDS-02844,1,0.42
RDS-02845,1,0.27
RDS-02846,0,0.15
RDS-02847,1,0.27
RDS-02848,2,0.67
RDS-02849,0,0.0
RDS-02850,0,0.1
RDS-02851,1,0.4
RDS-02852,0,0.15
RDS-02853,1,0.37
RDS-02854,1,0.27
RDS-02855,1,0.37
RDS-02856,0,0.0
RDS-02857,2,0.67
RDS-02858,0,0.15
RDS-02859,1,0.3
RDS-02860,0,0.15
RDS-02861,0,0.1
RDS-02862,0,0.15
RDS-02863,1,0.27
RDS-02864,0,0.0
RDS-02865,0,0.15
RDS-02866,0,0.0
RDS-02867,0,0.0
RDS-02868,0,0.15
RDS-02869,0,0.15
RDS-02870,0,0.0
RDS-02871,0,0.12
RDS-02872,0,0.15
RDS-02873,0,0.0
RDS-02874,2,0.52
RDS-02875,1,0.22
RDS-02876,1,0.42
RDS-02877,0,0.0
RDS-02878,1,0.25
RDS-02879,0,0.15
RDS-02880,0,0.15
RDS-02881,0,0.15
RDS-02882,0,0.0
RDS-02883,0,0.15
RDS-02884,0,0.15
RDS-02885,0,0.1
RDS-02886,1,0.27
RDS-02887,1,0.25
RDS-02888,0,0.15
RDS-02889,0,0.12
RDS-02890,0,0.12
RDS-02891,0,0.0
RDS-02892,0,0.15
RDS-02893,1,0.42
RDS-02894,2,0.55
RDS-02895,0,0.12
RDS-02896,0,0.15
RDS-02897,0,0.0
RDS-02898,1,0.3
RDS-02899,0,0.1
RDS-02900,2,0.52
RDS-02901,1,0.27
RDS-02902,0,0.12
RDS-02903,1,0.27
RDS-02904,0,0.12
RDS-02905,1,0.3
RDS-02906,2,0.65
RDS-02907,0,0.0
RDS-02908,0,0.0
RDS-02909,1,0.4
RDS-02910,0,0.0
RDS-02911,0,0.15
RDS-02912,0,0.1
RDS-02913,0,0.15
RDS-02914,0,0.0
RDS-02915,0,0.15
RDS-02916,1,0.3
RDS-02917,1,0.3
RDS-02918,0,0.15
RDS-02919,1,0.37
RDS-02920,3,0.87
RDS-02921,0,0.15
RDS-02922,1,0.27
RDS-02923,0,0.0
RDS-02924,1,0.25
RDS-02925,0,0.0
RDS-02926,0,0.0
RDS-02927,0,0.12
RDS-02928,0,0.0
RDS-02929,0,0.0
RDS-02930,0,0.1
RDS-02931,0,0.15
RDS-02932,0,0.0
RDS-02933,0,0.12
RDS-02934,1,0.3
RDS-02935,0,0.1
RDS-02936,3,0.77
RDS-02937,0,0.15
RDS-02938,0,0.1
RDS-02939,0,0.15
RDS-02940,2,0.52
RDS-02941,0,0.0
RDS-02942,0,0.12
RDS-02943,0,0.0
RDS-02944,0,0.1
RDS-02945,1,0.27
RDS-02946,0,0.0
RDS-02947,2,0.52
RDS-02948,1,0.22
RDS-02949,2,0.65
RDS-02950,2,0.55
RDS-02951,1,0.3
RDS-02952,0,0.0
RDS-02953,0,0.15
RDS-02954,0,0.12
RDS-02955,1,0.3
RDS-02956,0,0.15
RDS-02957,1,0.3
RDS-02958,0,0.0
RDS-02959,1,0.25
RDS-02960,2,0.47
RDS-02961,1,0.25
RDS-02962,2,0.55
RDS-02963,0,0.15
RDS-02964,0,0.12
RDS-02965,0,0.0
RDS-02966,0,0.0
RDS-02967,3,0.77
RDS-02968,0,0.12
RDS-02969,0,0.15
RDS-02970,1,0.4
RDS-02971,0,0.0
RDS-02972,0,0.0
RDS-02973,1,0.3
RDS-02974,2,0.67
RDS-02975,1,0.27
RDS-02976,0,0.15
RDS-02977,1,0.45
RDS-02978,0,0.1
RDS-02979,1,0.3
RDS-02980,0,0.0
RDS-02981,0,0.0
RDS-02982,0,0.0
RDS-02983,0,0.0
RDS-02984,0,0.0
RDS-02985,1,0.27
RDS-02986,2,0.52
RDS-02987,0,0.15
RDS-02988,0,0.0
RDS-02989,0,0.12
RDS-02990,1,0.22
RDS-02991,0,0.12
RDS-02992,0,0.0
RDS-02993,0,0.12
RDS-02994,0,0.12
RDS-02995,2,0.67
RDS-02996,1,0.27
RDS-02997,1,0.42
RDS-02998,1,0.27
RDS-02999,1,0.37
RDS-03000,1,0.4
RDS-03001,0,0.0
RDS-03002,0,0.1
RDS-03003,0,0.15
RDS-03004,0,0.0
RDS-03005,0,0.0
RDS-03006,0,0.0
RDS-03007,1,0.3
RDS-03008,1,0.37
RDS-03009,0,0.0
RDS-03010,2,0.52
RDS-03011,0,0.15
RDS-03012,0,0.1
RDS-03013,0,0.12
RDS-03014,0,0.0
RDS-03015,1,0.3
RDS-03016,1,0.37
RDS-03017,0,0.0
RDS-03018,1,0.22
RDS-03019,1,0.25
RDS-03020,1,0.27
RDS-03021,3,0.87
RDS-03022,0,0.12
RDS-03023,1,0.27
RDS-03024,2,0.55
RDS-03025,0,0.0
RDS-03026,0,0.15
RDS-03027,0,0.0
RDS-03028,1,0.3
RDS-03029,0,0.0
RDS-03030,2,0.55
RDS-03031,0,0.0
RDS-03032,1,0.25
RDS-03033,0,0.0
RDS-03034,0,0.0
RDS-03035,0,0.0
RDS-03036,0,0.0
RDS-03037,0,0.0
RDS-03038,1,0.22
RDS-03039,1,0.2
RDS-03040,0,0.0
RDS-03041,1,0.4
RDS-03042,0,0.0
RDS-03043,1,0.3
RDS-03044,0,0.12
RDS-03045,1,0.22
RDS-03046,0,0.0
RDS-03047,1,0.37
RDS-03048,1,0.3
RDS-03049,0,0.15
RDS-03050,0,0.12
RDS-03051,1,0.4
RDS-03052,1,0.3
RDS-03053,0,0.15
RDS-03054,1,0.27
RDS-03055,0,0.15
RDS-03056,0,0.1
RDS-03057,0,0.0
RDS-03058,0,0.12
RDS-03059,0,0.15
RDS-03060,0,0.15
RDS-03061,0,0.12
RDS-03062,0,0.12
RDS-03063,0,0.0
RDS-03064,0,0.12
RDS-03065,1,0.27
RDS-03066,1,0.35
RDS-03067,0,0.0
RDS-03068,1,0.3
RDS-03069,2,0.52
RDS-03070,0,0.15
RDS-03071,1,0.27
RDS-03072,0,0.1
RDS-03073,0,0.15
RDS-03074,0,0.0
RDS-03075,0,0.0
RDS-03076,0,0.15
RDS-03077,0,0.0
RDS-03078,1,0.3
RDS-03079,0,0.12
RDS-03080,1,0.25
RDS-03081,2,0.55
RDS-03082,0,0.15
RDS-03083,0,0.15
RDS-03084,1,0.27
RDS-03085,1,0.25
RDS-03086,0,0.12
RDS-03087,1,0.27
RDS-03088,0,0.12
RDS-03089,0,0.15
RDS-03090,0,0.15
RDS-03091,0,0.15
RDS-03092,2,0.47
RDS-03093,1,0.27
RDS-03094,2,0.47
RDS-03095,2,0.67
RDS-03096,1,0.25
RDS-03097,0,0.0
RDS-03098,0,0.15
RDS-03099,0,0.0
RDS-03100,0,0.0
RDS-03101,1,0.25
RDS-03102,3,0.77
RDS-03103,1,0.42
RDS-03104,1,0.25
RDS-03105,1,0.3
RDS-03106,0,0.15
RDS-03107,1,0.25
RDS-03108,0,0.12
RDS-03109,1,0.27
RDS-03110,0,0.12
RDS-03111,1,0.27
RDS-03112,0,0.15
RDS-03113,0,0.15
RDS-03114,0,0.0
RDS-03115,1,0.3
RDS-03116,0,0.12
RDS-03117,2,0.52
RDS-03118,0,0.12
RDS-03119,1,0.27
RDS-03120,0,0.1
RDS-03121,1,0.27
RDS-03122,0,0.15
RDS-03123,1,0.25
RDS-03124,0,0.1
RDS-03125,0,0.0
RDS-03126,0,0.0
RDS-03127,2,0.55
RDS-03128,2,0.5
RDS-03129,1,0.27
RDS-03130,0,0.15
RDS-03131,1,0.22
RDS-03132,0,0.0
RDS-03133,0,0.1
RDS-03134,1,0.35
RDS-03135,1,0.42
RDS-03136,2,0.52
RDS-03137,1,0.4
RDS-03138,1,0.27
RDS-03139,1,0.4
RDS-03140,0,0.12
RDS-03141,0,0.12
RDS-03142,0,0.0
RDS-03143,0,0.12
RDS-03144,1,0.25
RDS-03145,1,0.4
RDS-03146,0,0.0
RDS-03147,1,0.42
RDS-03148,0,0.0
RDS-03149,0,0.15
RDS-03150,0,0.12
RDS-03151,1,0.3
RDS-03152,0,0.1
RDS-03153,1,0.2
RDS-03154,0,0.0
RDS-03155,0,0.15
RDS-03156,1,0.37
RDS-03157,1,0.27
RDS-03158,0,0.12
RDS-03159,1,0.3
RDS-03160,0,0.15
RDS-03161,1,0.4
RDS-03162,0,0.15
RDS-03163,0,0.0
RDS-03164,0,0.15
RDS-03165,2,0.55
RDS-03166,0,0.12
RDS-03167,1,0.42
RDS-03168,0,0.0
RDS-03169,1,0.27
RDS-03170,2,0.52
RDS-03171,0,0.15
RDS-03172,0,0.15
RDS-03173,0,0.1
RDS-03174,0,0.12
RDS-03175,0,0.1
RDS-03176,0,0.1
RDS-03177,0,0.0
RDS-03178,0,0.1
RDS-03179,0,0.1
RDS-03180,0,0.0
RDS-03181,1,0.22
RDS-03182,0,0.15
RDS-03183,0,0.15
RDS-03184,0,0.12
RDS-03185,1,0.27
RDS-03186,0,0.0
RDS-03187,0,0.15
RDS-03188,0,0.12
RDS-03189,0,0.15
RDS-03190,0,0.12
RDS-03191,0,0.12
RDS-03192,0,0.15
RDS-03193,0,0.15
RDS-03194,1,0.3
RDS-03195,0,0.15
RDS-03196,0,0.0
RDS-03197,0,0.0
RDS-03198,0,0.0
RDS-03199,1,0.4
RDS-03200,0,0.12
RDS-03201,0,0.15
RDS-03202,0,0.0
RDS-03203,1,0.25
RDS-03204,0,0.12
RDS-03205,0,0.15
RDS-03206,0,0.1
RDS-03207,0,0.15
RDS-03208,1,0.37
RDS-03209,1,0.27
RDS-03210,3,0.77
RDS-03211,2,0.55
RDS-03212,0,0.12
RDS-03213,0,0.15
RDS-03214,1,0.27
RDS-03215,0,0.15
RDS-03216,1,0.3
RDS-03217,0,0.0
RDS-03218,0,0.15
RDS-03219,1,0.22
RDS-03220,0,0.15
RDS-03221,0,0.15
RDS-03222,0,0.12
RDS-03223,0,0.0
